0,0,0
10,5.79062160819372E-07,0.000578868857411
20,5.79357562266207E-07,0.001157755327487
30,5.7973422716072E-07,0.001736682790191
40,5.79060532297576E-07,0.002315671749732
50,5.79060530864473E-07,0.002894742767988
60,5.79060530862348E-07,0.003473916414038
70,5.79060530850312E-07,0.004053213307783
80,5.7906053089147E-07,0.004632654120975
90,5.79060530867725E-07,0.00521225958601
100,5.79060530840483E-07,0.005792050504805
110,5.79060530869898E-07,0.006372047757745
120,5.79060530873927E-07,0.006952272312734
130,5.79060530870131E-07,0.007532745234347
140,5.7906053086593E-07,0.008113487693104
150,5.79060530839784E-07,0.00869452097487
160,5.79060530862324E-07,0.009275866490395
170,5.79060530829708E-07,0.009857545785014
180,5.79060530830759E-07,0.010439580548504
190,5.79060530859296E-07,0.011021992625136
200,5.79060530877329E-07,0.011604804023904
210,5.79060530988867E-07,0.012188036928975
220,5.7965474617994E-07,0.012771713718703
230,5.80031605080804E-07,0.013355856948171
240,5.80031605907236E-07,0.013940489390529
250,5.80031605844665E-07,0.014525634044607
260,5.80031605871018E-07,0.015111314135457
270,5.8003160587069E-07,0.015697553131208
280,5.80031605780269E-07,0.016284374755423
290,5.80031605808035E-07,0.01687180299979
300,5.80031605844626E-07,0.017459862137183
310,5.80031605815288E-07,0.018048576735113
320,5.80031605838569E-07,0.018637971669581
330,5.80031605864756E-07,0.019228072139378
340,5.80031605761936E-07,0.019818903680828
350,5.8003160582989E-07,0.020410492183034
360,5.80031605807181E-07,0.021002863903627
