0.000000000000000000e+00,-1.684385000000000049e-03
5.000000000000000104e-03,-6.153849999999999772e-04
1.000000000000000021e-02,-1.810385000000000076e-03
1.499999999999999944e-02,-1.063850000000000055e-04
2.000000000000000042e-02,-2.450384999999999803e-03
2.500000000000000139e-02,1.902614999999899898e-03
2.999999999999999889e-02,-1.999384999999999791e-03
3.500000000000000333e-02,-3.483849999999999924e-04
4.000000000000000083e-02,-1.466384999999999954e-03
4.499999999999999833e-02,-3.293850000000000185e-04
5.000000000000000278e-02,3.686149999999000166e-04
5.500000000000000028e-02,-2.583849999999999732e-04
5.999999999999999778e-02,-2.051385000000000187e-03
6.500000000000000222e-02,-5.238500000001589108e-05
7.000000000000000666e-02,-1.649384999999999957e-03
7.499999999999999722e-02,-5.033849999999999653e-04
8.000000000000000167e-02,-1.909384999999999988e-03
8.500000000000000611e-02,-5.683850000000000274e-04
8.999999999999999667e-02,-1.938500000003839929e-05
9.500000000000000111e-02,1.910614999999900093e-03
1.000000000000000056e-01,-1.316384999999999994e-03
1.049999999999999961e-01,-3.023850000000000127e-04
1.100000000000000006e-01,-1.237384999999999917e-03
1.150000000000000050e-01,1.268614999999900100e-03
1.199999999999999956e-01,-2.139385000000000158e-03
1.250000000000000000e-01,-4.493850000000000080e-04
1.300000000000000044e-01,-1.193849999999999962e-04
1.350000000000000089e-01,-5.353849999999999842e-04
1.400000000000000133e-01,7.256149999999000205e-04
1.449999999999999900e-01,-2.573850000000000031e-04
1.499999999999999944e-01,-1.849385000000000048e-03
1.549999999999999989e-01,1.891614999999899956e-03
1.600000000000000033e-01,-1.897384999999999914e-03
1.650000000000000078e-01,-4.153849999999999947e-04
1.700000000000000122e-01,-1.934385000000000054e-03
1.750000000000000167e-01,-2.183850000000000038e-04
1.799999999999999933e-01,7.236149999998999719e-04
1.849999999999999978e-01,-2.933850000000000108e-04
1.900000000000000022e-01,6.356149999999000013e-04
1.950000000000000067e-01,-5.933849999999999845e-04
2.000000000000000111e-01,-1.395385000000000071e-03
2.050000000000000155e-01,-3.853850000000000244e-04
2.099999999999999922e-01,-1.647384999999999908e-03
2.149999999999999967e-01,-3.223850000000000110e-04
2.200000000000000011e-01,-1.615384999999999998e-03
2.250000000000000056e-01,-7.303849999999999535e-04
2.300000000000000100e-01,-1.691384999999999894e-03
2.350000000000000144e-01,-1.045385000000000021e-03
2.399999999999999911e-01,-1.389384999999999926e-03
2.449999999999999956e-01,-4.283849999999999854e-04
2.500000000000000000e-01,-1.728385000000000034e-03
2.550000000000000044e-01,-4.713850000000000006e-04
2.600000000000000089e-01,2.796149999999000216e-04
2.650000000000000133e-01,1.671614999999900030e-03
2.700000000000000178e-01,-1.848384999999999915e-03
2.750000000000000222e-01,-2.473849999999999769e-04
2.800000000000000266e-01,-1.877385000000000078e-03
2.850000000000000311e-01,-5.113850000000000513e-04
2.899999999999999800e-01,-1.666385000000000045e-03
2.949999999999999845e-01,-4.503849999999999781e-04
2.999999999999999889e-01,8.156149999999000397e-04
3.049999999999999933e-01,-2.093850000000000019e-04
3.099999999999999978e-01,2.586149999998999991e-04
3.150000000000000022e-01,-2.493850000000000255e-04
3.200000000000000067e-01,-2.072384999999999939e-03
3.250000000000000111e-01,1.111614999999900079e-03
3.300000000000000155e-01,-1.798385000000000001e-03
